name,start,end,strand,fullstart,fullend,chr,gal,gal2,aF,aF2,OAY1,OAY2
YAL054C,45022,42880,-1,45022,42880,chrI,32.025868256092316,47.77286795071954,114.37803372329286,69.32458155714926,66.90787423518933,68.25492157029255
YAL053W,45898,48250,1,45898,48250,chrI,172.98500238966938,145.6220398608634,394.2839441919882,349.1695995525669,267.4008818557946,238.3185954821874
YAL051W,48563,51707,1,48563,51707,chrI,10.426287543185454,10.195692631926915,15.369660118722019,10.606879999496302,9.122729903273038,8.074180554549129
YAL049C,52595,51854,-1,52595,51854,chrI,129.25414825908837,155.22753911252374,201.15349050054763,142.99301483842052,166.05774331423848,145.05047613581914
YAL048C,54789,52800,-1,54789,52800,chrI,22.21850025045864,23.18736495673562,35.41963436820668,23.71930833986161,16.556908907519894,16.401249188795187
YAL047C,56857,54988,-1,56857,54988,chrI,5.894702633447823,3.3822485985871933,6.297822681551909,3.9950917726894506,4.979447597387272,4.6441255111975375
YAL046C,57385,57028,-1,57385,57028,chrI,148.75121492527188,155.46248885309822,151.35661735145055,114.1532416970451,140.90083387235327,142.94734610117018
YAL044W-A,57517,57850,1,57517,57850,chrI,119.14613074381201,98.34411067818094,175.9619134806797,133.2692689039647,175.77560175685306,149.74789623167274
YAL044C,58462,57949,-1,58462,57949,chrI,539.0084534407973,705.5453253031883,308.64282506047823,221.41248514262745,630.3092165212516,526.3887623629033
YAL043C,61052,58694,-1,61052,58694,chrI,59.96026089213465,49.538721896908655,82.85301841793955,61.60422579206354,37.280535913983286,40.30988433287936
YAL042W,61315,62563,1,61315,62563,chrI,289.9767364681928,281.7901089832789,305.6394899775712,229.23038242437423,279.48780468261106,282.8865127912365
YAL041W,62839,65404,1,62839,65404,chrI,30.662160480174308,24.450719875500265,51.83298618056315,39.97504026312125,20.44112796867942,23.765600905508126
YAL040C,67520,65777,-1,67520,65777,chrI,262.11118786844344,173.74770578654088,358.12954003012726,364.3717327722247,184.93485969186312,187.759329577333
YAL039C,69525,68715,-1,69525,68715,chrI,181.62215456076615,205.37933833861496,419.02197290113037,330.3635616135853,282.10557411823515,300.92736960877215
YAL038W,71785,73288,1,71785,73288,chrI,4891.491016337879,5602.78766862988,3569.757061683211,6031.6644115780055,3775.999233441887,3850.719443126366
YAL037C-A,73518,73425,-1,73518,73425,chrI,0.44553912931827294,0.3336063133852873,2.5884750903093434,2.201803751309415,0.3213578483407161,0.0
YAL037W,74019,74823,1,74019,74823,chrI,2.93693733574959,2.3657072080100754,18.602372658971845,11.351032762550151,3.9204058702302,4.898101857873058
YAL036C,76152,75042,-1,76152,75042,chrI,87.07934524106889,43.42971891959158,115.17236849588792,91.02684672704088,140.78591796986998,146.47469614445262
YAL035W,76426,79435,1,76426,79435,chrI,121.88552086043472,77.59841023156041,105.1700726504711,81.56166620082261,132.19853413169122,176.26616579551967
YAL034W-A,79717,80587,1,79717,80587,chrI,8.41015998184972,5.501756072873417,6.820561634776954,3.904957290922591,9.27047210863903,10.66731641088418
YAL034C,81951,80709,-1,81951,80709,chrI,48.75964324772061,79.73951934906698,135.11185854447572,84.94854424205893,39.90933286338654,38.05307607021237
YAL033W,82705,83227,1,82705,83227,chrI,21.33129435543744,15.122234650547366,21.13049134964105,15.117014841487991,32.653528034176105,47.50244136685543
YAL032C,84474,83334,-1,84474,83334,chrI,14.518255708999105,16.763461190133313,22.73936985760747,19.310961082365576,24.955043712898316,30.566075598969068
YAL031C,87031,84748,-1,87031,84748,chrI,26.059476719302573,30.177726819313165,51.184398384808,36.003618219605706,15.851640966135307,16.541053807478672
YAL030W,87285,87752,1,87285,87752,chrI,56.67548825075075,75.33880070748172,101.23907629202569,83.03354560755771,41.60400548219671,62.89857623485477
YAL029C,92270,87854,-1,92270,87854,chrI,18.904942377716342,12.312497955461412,21.17362697862297,14.516470875908361,22.003232155085207,20.94471967413645
YAL028W,92899,94486,1,92899,94486,chrI,9.402777833575444,20.79545920542229,53.22732447934646,31.337774910831772,6.417295512993156,5.5983469404559765
YAL027W,94686,95472,1,94686,95472,chrI,8.40763278393016,11.192099211226669,13.93217354159768,9.779857771558842,17.602233044584203,23.544222972072795
YAL026C,99697,95629,-1,99697,95629,chrI,30.155300129716924,24.427768063943482,34.587802176900745,25.79184566242257,31.176601173713266,31.454365796578692
HRA1,99304,99868,1,99304,99868,chrI,0.6316332168688931,1.1979857920384198,3.7341597732636567,1.7190413286428037,1.8210847856059629,1.4399155739523302
YAL025C,101145,100224,-1,101145,100224,chrI,44.2782428961452,13.483541924944287,39.793647605436476,27.505590727148675,121.69762399796237,110.5713444604624
YAL024C,105872,101564,-1,105872,101564,chrI,7.024441682196361,4.055317855065873,5.890589794741732,5.071115053017967,6.13357852021968,5.461802737149081
YAL023C,108551,106271,-1,108551,106271,chrI,321.94278576100436,249.21025047307148,170.85157047852584,130.15394375838682,164.7109785420611,179.89858299811212
YAL022C,110430,108876,-1,110430,108876,chrI,102.99181992864996,90.19817189874328,93.0136560299283,71.41351124376379,95.5117297653013,92.96249601163035
YAL021C,113359,110845,-1,113359,110845,chrI,78.84752317574006,67.97790396055247,82.42978275115584,52.72128985292528,74.5171711496151,70.96312301779797
YAL020C,114615,113613,-1,114615,113613,chrI,52.1928234834834,51.548140600776215,128.20202007969945,82.86105795100008,83.73825429854304,86.26877169533337
YAL019W,114918,118314,1,114918,118314,chrI,13.925689697705467,5.8408610663316916,15.75535900447002,9.38933991127538,19.32517026863017,21.239795451434965
YAL018C,119541,118563,-1,119541,118563,chrI,2.3803142986625687,2.1840610667594142,8.600023285549742,6.542769529374144,8.102095101918582,10.426082399145429
YAL017W,120224,124295,1,120224,124295,chrI,33.183660177960675,44.00703778005219,33.12827691368056,25.157116754783,33.29017863759277,29.08144158629963
YAL016W,124878,126786,1,124878,126786,chrI,91.40434462778292,114.201727318745,105.1900107544265,77.46251709191945,86.81118471586703,82.1300480570733
YAL015C,128102,126902,-1,128102,126902,chrI,29.099763389961147,32.81652870823937,67.34788437159216,41.87435043421781,80.42563954817574,74.41566987086615
YAL014C,129019,128251,-1,129019,128251,chrI,72.33121464923424,78.37871467055444,143.94350763819358,97.81632971805941,71.9138609989959,73.29530994068892
YAL013W,129269,130487,1,129269,130487,chrI,41.67617607027809,43.14317541892377,79.22843211049229,46.73546688111895,57.35973752283802,57.6181662945516
YAL012W,130798,131983,1,130798,131983,chrI,893.8408488364771,874.9886445989871,1077.7815673564792,1009.5642672964799,757.7479215588559,798.8306349920388
YAL011W,132198,134076,1,132198,134076,chrI,9.682082928992653,6.328246490463103,11.837757633333347,8.67263773219373,9.645937409001867,14.678656685894346
YAL010C,135665,134183,-1,135665,134183,chrI,14.691055554780025,15.501644645369982,27.996069158258162,19.98783894737948,15.633495536077001,10.429812402728556
YAL009W,135853,136633,1,135853,136633,chrI,43.14605525813861,43.70016380551325,78.65729944087849,54.87606246132586,50.074845122657464,45.84588663278407
YAL008W,136913,137510,1,136913,137510,chrI,93.69331851430769,143.64038233166718,173.8831235024575,124.33278633311208,124.62128169568214,117.4683232869666
YAL007C,138345,137697,-1,138345,137697,chrI,186.66789023122533,172.790180180199,102.56914667022421,91.59294198304212,141.70770245189345,142.32267452998337
tP(UGG)A,139151,139254,1,139151,139254,chrI,0.0,0.0,1.1270601460195675,1.0861157311664016,0.386877409652901,0.6841996332300168
YAL005C,141431,139502,-1,141431,139502,chrI,1449.0639148896994,1831.5705325555946,1602.8220561130124,1718.3763272878793,982.4519320656343,1014.5533387602874
YAL003W,142173,143160,1,142173,143160,chrI,800.7209810578754,531.8175017488807,515.4784018820537,508.7934809491017,588.8697309834803,639.2392139338622
snR18,142366,142468,1,142366,142468,chrI,22.109639583418584,13.163821669838734,13.29192393156834,20.540271745970728,29.40770874703018,29.281316703172564
YAL002W,143706,147531,1,143706,147531,chrI,18.255636623455263,16.071803944237942,25.17610593002672,18.861004314735734,9.17502281625488,8.606294417970673
YAL001C,151166,147593,-1,151166,147593,chrI,9.616805764810463,9.982283481686986,8.706325877218537,6.28896726726032,13.485211432361027,13.947430450694654
YAR002W,152256,153876,1,152256,153876,chrI,37.91639615277322,27.821505216166617,51.35406347704233,40.54668765352461,32.78020650451585,35.04570275377715
YAR002C-A,154724,154064,-1,154724,154064,chrI,466.4806538661989,499.8129803047177,334.9957995943413,295.21328093467633,383.4213487566771,399.30892705877693
YAR003W,155004,156285,1,155004,156285,chrI,30.15153673555509,25.17196575412984,40.988476437626076,28.337101101061158,42.46060359158451,32.854973388197024
YAR007C,158619,156753,-1,158619,156753,chrI,42.810244482230786,39.041987677260224,31.558402528196464,23.207102693472013,41.65660524152803,40.021854736481956
YAR008W,158965,159793,1,158965,159793,chrI,14.139429953270906,5.5528864874422075,11.923066981035914,8.136935152088949,22.669778011051807,21.11582983553162
YAR009C,164187,160596,-1,164187,160596,chrI,103.53930098675585,88.17873605955313,387.0879869927713,315.0349365154072,211.04463008673636,227.8445567367717
YAR010C,165866,164543,-1,165866,164543,chrI,74.93241976374378,79.8043205491168,312.39402697874937,200.5947490994291,133.48753224458903,134.78007522527574
tA(UGC)A,166266,166339,1,166266,166339,chrI,0.6991227934658433,0.0708342172256432,8.495205693267176,4.691492692650642,3.725549959599289,0.6205998630178331
YAR014C,168871,166741,-1,168871,166741,chrI,24.479138071674594,16.415375350195198,49.38051529267021,34.53553408426734,31.11400266135448,29.584138992546247
YAR015W,169374,170295,1,169374,170295,chrI,141.40902959026147,175.99346427513507,256.9289113836379,248.18925459996646,79.85358716247063,82.87385303107449
YAR018C,171703,170395,-1,171703,170395,chrI,19.589515083172987,15.399036604982898,9.181594663232511,5.925402587380497,21.624140132475386,23.399774419399296
YAR019C,175135,172210,-1,175135,172210,chrI,16.992812237700324,17.128194025550837,28.030331605244648,20.850848844729832,12.474924900503805,10.421449229952305
YAR020C,177023,176855,-1,177023,176855,chrI,15.853993743409221,20.075703140095726,46.12938539747984,29.834704624621722,31.380593890470934,26.09761976869239
YAR023C,179820,179280,-1,179820,179280,chrI,10.27831000605618,18.0773950714768,26.800754277902993,16.991894816004546,10.1724041570874,9.930789632439277
tL(CAA)A,181140,181254,1,181140,181254,chrI,0.0,0.4309081547893295,0.0,0.18937659640066684,0.0,0.0
tS(AGA)A,182603,182521,-1,182603,182521,chrI,0.5053065734951144,0.0,2.3545284744958206,0.3151377729461207,1.0691026954554557,1.6779181481593268
YAR027W,183769,184477,1,183769,184477,chrI,85.77150859169826,116.27642690400712,150.1185549597524,105.15733700081728,87.62702291825701,83.98122527990667
YAR028W,184891,185596,1,184891,185596,chrI,18.115778219984428,25.281167515455675,40.67255058173175,24.059618919506768,26.12894569981755,25.018830600639497
YAR029W,186320,186545,1,186320,186545,chrI,4.603904336288821,2.416915961529484,6.185886088915912,4.346862400614904,4.77294958926669,6.704215178645486
YAR031W,186835,187732,1,186835,187732,chrI,8.928209457440436,9.933946190511199,69.68296845730625,50.3398960775453,7.534318945088737,8.6851437702383
YAR033W,188106,188811,1,188106,188811,chrI,15.050968421026823,18.043132949476604,27.27247436143522,18.398613993522734,18.422100756504317,18.671301946538893
YAR035W,190192,192256,1,190192,192256,chrI,20.084467381972967,26.79897983593871,218.6146028931736,109.8091903164396,75.4396890777748,82.59194388585027
YAR035C-A,192417,192336,-1,192417,192336,chrI,0.0,0.0,0.6109852370527131,1.0499667634335512,0.0,1.2636173708360363
YAR042W,192618,196185,1,192618,196185,chrI,27.39180946386006,26.004286347056645,39.45368224741706,24.038414036282692,27.478005981655148,29.196340258425828
YAR050W,203402,208016,1,203402,208016,chrI,1.8428248184226896,1.4336521638862154,4.168842053076185,2.8790063446583627,3.8056319133172383,4.084970645486285
YAR064W,220197,220497,1,220197,220497,chrI,0.5659433623145282,0.821598215131655,3.0549261852635663,1.3389499234001088,1.202092591359839,1.8233377209998016
YAR066W,221048,221660,1,221048,221660,chrI,10.452084826592571,6.217187919591143,6.641968598221732,2.6905992185588503,3.548588789357124,5.54370996009503
YAR068W,222405,222891,1,222405,222891,chrI,23.068388778057827,14.528520626292085,15.32491777710406,7.3107301182148925,7.692949825000813,9.411532658194083
YAR071W,225459,226863,1,225459,226863,chrI,33.74504959934148,24.5298457004148,13.00954676758608,7.719119557562225,27.717892636398414,30.02804230103365
YBL113C,2658,279,-1,232876,230497,chrII,42.96975020503663,38.014648586133056,87.326458278105,53.24112167224821,34.920926710676646,34.34548219536216
YBL112C,2899,2581,-1,233117,232799,chrII,21.715470545233444,16.976155230190944,47.98539715531921,27.31532728158217,22.43977179169844,21.158653377732392
YBL111C,5009,2906,-1,235227,233124,chrII,12.890003063109324,12.4705188818989,26.56492921310123,15.261168396511852,14.387005971023898,11.755001463067696
YBL108C-A,7733,7604,-1,237951,237822,chrII,1.817536822494056,1.0188138543468646,2.211861284524163,2.193378690517942,2.919125013067063,2.78352312950462
tL(UAA)B1,9582,9666,1,239800,239884,chrII,0.0,0.0,0.0,0.0,0.0,0.0
YBL107C,10551,9960,-1,240769,240178,chrII,36.545378800172045,26.593084821711024,30.39729090534843,22.20163125934149,66.80670790218541,65.0413313979391
YBL106C,13879,10846,-1,244097,241064,chrII,7.622082340059838,3.9935368687679733,10.35572637031613,7.4777957040043175,5.364355679265343,5.247850825400387
YBL105C,17696,14240,-1,247914,244458,chrII,21.64586564614705,19.028410366569425,27.146590308204647,18.020496270177365,16.175430134514407,15.296437840251086
YBL104C,21293,18176,-1,251511,248394,chrII,13.821926134991006,10.158898220947666,15.101743862127746,10.094920877431118,11.528158655089465,12.179306417101305
YBL103C,23536,22075,-1,253754,252293,chrII,18.40062992682209,18.876195692345714,32.90579971080953,23.722167258147522,21.34792724102569,20.423284345460168
YBL102W,24097,24745,1,254315,254963,chrII,222.7528619727167,294.81632081030136,265.05161883125174,201.14637312135625,324.9810093039761,281.2895127636482
YBL101C,28299,24945,-1,258517,255163,chrII,23.278603038297742,28.21536235009344,41.51493487876122,27.99751834506173,19.593898948108265,21.848955635870734
YBL100W-C,28426,28546,1,258644,258764,chrII,0.3284492727718244,0.2800903006130642,2.6068703447582418,0.583337303761448,0.813570952715913,2.0554497314951754
YBL100W-B,29934,35248,1,260152,265466,chrII,20.215781258061885,17.756270318127417,98.28009124367077,62.68973442739522,37.31548191542167,38.13585249910407
YBL100W-A,29934,31251,1,260152,261469,chrII,7.668228684793742,6.621000319147207,44.95682261338665,27.686944670131197,15.166284786345644,13.30485893791029
tF(GAA)B,36397,36488,1,266615,266706,chrII,0.0,0.0,0.0,0.1006477015835712,0.0,0.5162825071259467
YBL099W,37052,38690,1,267270,268908,chrII,1966.0500861484907,1939.9900778728293,1320.6464549237405,1544.6652384306424,1367.6859363398587,1446.6297311872256
YBL098W,39144,40527,1,269362,270745,chrII,37.73540340605597,38.207189724653894,116.54797421734449,76.37866976154262,39.25626613051648,34.39428892420011
YBL097W,40830,43095,1,271048,273313,chrII,5.242248946573158,3.329502700648148,3.1086065659141133,2.6244943544610497,6.872744807211168,7.497664272636004
YBL095W,43276,44089,1,273494,274307,chrII,50.02348617611413,59.823620456422674,113.16603930025668,76.15874163147703,65.89563238828778,63.682462951542654
YBL093C,44918,44255,-1,275136,274473,chrII,37.0093241362734,22.834232582524148,69.21181786366057,55.661632573318215,172.9813072112181,184.9430233982491
YBL092W,45977,46370,1,276195,276588,chrII,2243.7887671414856,1742.020226678481,538.4521168626512,531.5664821962598,1933.6144255292224,2054.8904254457893
YBL091C-A,47180,46564,-1,277398,276782,chrII,11.339046697115204,19.861648115151674,29.32034836447281,16.845378037890903,17.635816139743635,23.817721245949922
YBL091C,48628,47362,-1,278846,277580,chrII,81.88281481241923,85.3739334449788,107.36738361579084,75.6514354674373,91.04141456269754,90.5823979746834
YBL090W,48824,49358,1,279042,279576,chrII,63.04976964790164,49.59155722983714,29.558413134868523,16.85877273351105,89.89390031545284,90.45675589739832
YBL089W,49573,50953,1,279791,281171,chrII,41.391199324556354,39.50022644130795,61.99862007261056,48.773730321164415,33.484905627087514,34.01553486442415
YBL088C,59382,51018,-1,289600,281236,chrII,7.2571666102287935,6.90431916020292,9.111817735984,6.728023285059932,5.2900097054321105,5.811928105012418
YBL087C,60739,59821,-1,290957,290039,chrII,632.5040175216917,464.9771241516493,226.9803500038225,187.2608596112493,772.3346146710257,750.5649569084944
YBL086C,62602,61201,-1,292820,291419,chrII,14.498439429947615,15.5766685161676,6.4112019770963125,6.036850577780624,10.987456506023063,11.723869202235296
YBL085W,63875,66818,1,294093,297036,chrII,31.26032844375179,26.09681106655663,35.70848513703829,23.391621926457468,30.443114536397943,32.72025909713346
YBL084C,69445,67168,-1,299663,297386,chrII,19.650811191476677,21.339131986844443,30.98073495811689,22.700255886564086,14.347251890195446,13.511773019169707
YBL082C,71127,69750,-1,301345,299968,chrII,132.8035213855352,106.4871998380184,159.0842272922712,112.88639265872132,119.61674247574258,124.44498672263441
YBL081W,71865,72972,1,302083,303190,chrII,87.35504506728142,29.872016898543748,76.25559378651937,65.58559275180697,119.01866749786305,136.1796550164648
YBL080C,74695,73069,-1,304913,303287,chrII,16.175714918200615,17.800799973677282,16.831027514185195,10.53817336974159,20.464565827710622,18.59021859722649
YBL079W,75258,79767,1,305476,309985,chrII,26.17115990863486,15.503423647595598,20.712927999698525,17.574731559839627,20.058958761953033,21.201160047700448
YBL078C,80731,80377,-1,310949,310595,chrII,29.537595834277983,61.09036035144656,142.9118632724258,95.14228652272688,136.3146433019928,117.0940393562938
YBL076C,84261,81042,-1,314479,311260,chrII,180.57748105421916,152.4360019784068,192.7175366850269,143.54149141171555,130.02589782596192,127.54106567560491
YBL075C,86448,84498,-1,316666,314716,chrII,12.318078603930134,11.901020299658528,46.8199553782307,31.73690424800889,29.187911611628426,30.32385305604248
YBL074C,87789,86721,-1,318007,316939,chrII,5.037925463086123,4.524132153232914,9.082398523828532,5.807033119456607,5.575227682163508,5.483084585277201
snR56,88189,88277,1,318407,318495,chrII,0.21820056582743586,1.7530127206202268,1.242799516277678,0.635624547216701,1.8226102512142208,7.951043952073173
YBL072C,89125,88522,-1,319343,318740,chrII,2494.618106527709,1961.1809226378475,723.7277185479343,729.8233986797886,1915.2083064274807,1868.5302063136587
YBL071C-B,89556,89457,-1,319774,319675,chrII,0.7043667388113718,0.5919546368823113,0.8084754146859133,1.6289169683058278,2.9282516665470717,1.5762261391799737
YBL071W-A,89977,90226,1,320195,320444,chrII,34.47854893044977,13.835785933898348,75.63212032801516,76.95901197220338,34.359219778334214,51.20008871371312
YBL071C,90531,90222,-1,320749,320440,chrII,1.496296164233106,0.2747213802378573,0.7039182666367828,1.452388677544155,4.268547419837008,3.0788983495350752
YBL069W,90740,92030,1,320958,322248,chrII,26.464354582870875,22.789028716428238,35.422461158089426,26.13214193164249,24.797889760475254,22.438578274338408
YBL068W,92413,93394,1,322631,323612,chrII,67.7543486895009,47.76711335445508,91.95047549185968,68.31926996615539,59.04545899608569,54.37241591420678
YBL067C,95882,93638,-1,326100,323856,chrII,23.115749106759125,18.390023247711454,23.80337493943689,17.361347281872153,26.087010980842784,25.62264758599628
YBL066C,100115,96668,-1,330333,326886,chrII,42.62312987998042,37.15623386236381,50.69351779129733,33.703964738073694,20.466364926921404,19.245190573143933
YBL064C,101156,100370,-1,331374,330588,chrII,174.17197558653547,264.5567743308748,233.08775859598128,158.45159095815438,284.30496134525214,266.5755099659641
YBL063W,101885,105221,1,332103,335439,chrII,4.606226888485142,2.9745062915133937,2.498336216617524,1.9713569038062115,5.185902644569278,4.259678895911672
YBL061C,107406,105315,-1,337624,335533,chrII,21.048640773791472,14.415948857069704,45.537831302590675,33.921933599766,37.5186440584301,40.27244289893454
YBL060W,107931,109995,1,338149,340213,chrII,6.748927476521232,3.73829526146208,9.538651789510453,7.800123727594801,8.656016531803028,11.521054261489331
YBL059C-A,110539,110124,-1,340757,340342,chrII,37.98079023381471,39.13269045228977,20.986974829364886,15.766462453066426,49.510403441649494,51.417072506366644
YBL059W,110593,111244,1,340811,341462,chrII,13.297092028486645,16.17328702630181,16.90204782501123,9.572972403000222,18.19497531795769,16.08842562336485
YBL058W,111436,112708,1,341654,342926,chrII,71.07939408471725,79.98902005413245,71.16921276191218,50.52204051705402,82.00243842237867,88.1249998474308
YBL057C,113427,112800,-1,343645,343018,chrII,48.67625475682842,40.329429568337225,59.7469503020941,38.26920173270224,71.8065142799394,78.02988415315734
YBL056W,113761,115168,1,343979,345386,chrII,121.57812630572431,131.22669301512914,137.87943607502143,93.2793348547923,147.66484490985354,133.9484323520993
YBL055C,116829,115572,-1,347047,345790,chrII,21.96214322176499,11.908765623887446,40.172400852770586,30.591997007959343,38.887035153584044,33.58239043070195
YBL054W,117588,119166,1,347806,349384,chrII,20.322738711576324,2.6927663589211535,29.383821064594674,29.69214031252836,27.65333160690241,29.124320708544964
YBL052C,121874,119378,-1,352092,349596,chrII,7.880434166614911,5.312462235247295,6.286587683488692,4.6839186227843985,12.362015854822396,12.293304958088784
YBL051C,124759,122752,-1,354977,352970,chrII,43.463163166860056,36.04341673812331,62.49614862969036,36.466750961740274,43.575595843920134,50.30243106051339
YBL050W,125124,126119,1,355342,356337,chrII,47.37134861211134,62.3595557111356,101.03423815447758,60.90334037678392,83.29611577626956,80.77784644721599
YBL049W,126827,127244,1,357045,357462,chrII,22.193500943796217,42.15976452577903,492.6856014660559,387.2852958727874,191.02612523892856,171.0711992062201
YBL048W,127298,127610,1,357516,357828,chrII,11.834215168361544,23.332571689137605,279.7117831231548,252.25564098873247,102.89373607248942,94.26458109274576
YBL047C,132040,127894,-1,362258,358112,chrII,119.67526832748764,122.46542793950694,129.33287161424897,100.0689712305015,81.55508767096454,82.13583359553391
YBL046W,132423,133749,1,362641,363967,chrII,9.885107478479087,6.552338706649513,15.60684838930049,9.983117243592016,18.91745922004496,18.832922925381038
YBL045C,135516,134142,-1,365734,364360,chrII,1092.1473415052124,1045.9727812852916,753.6605174594357,653.7153555969649,897.4809250256586,778.7811625039756
YBL044W,135997,136366,1,366215,366584,chrII,0.0,0.12845500549275407,0.03477151755584546,0.2597338044253541,0.7937277587472322,0.0
YBL043W,136687,137461,1,366905,367679,chrII,46.79961462661147,38.10864871251214,133.48685472362777,61.406151008142004,104.40634162697269,91.69150645290294
YBL042C,140260,138340,-1,370478,368558,chrII,163.837234679566,54.17345901625165,116.03214272438522,132.17377248606755,96.70079438748094,96.78878576202601
YBL041W,141246,141972,1,371464,372190,chrII,122.73660025244557,115.29820181371349,168.19935461133517,125.56597913437705,193.3181253693304,199.21695677257503
YBL040C,142868,142111,-1,373086,372329,chrII,109.81506688503998,105.55997483302194,125.78709012442698,97.5187812596386,150.34206903756183,145.2562879832565
YBL039W-B,143392,143572,1,373610,373790,chrII,20.439650897877375,28.01381792969297,50.41646514413304,42.505481417384026,25.774149161891213,32.225350212148854
YBL039C,145728,143988,-1,375946,374206,chrII,76.64948948375115,18.508743490025807,59.65673900220322,51.926607595997325,129.26445842391837,114.10325567870822
YBL038W,146186,146885,1,376404,377103,chrII,53.947079189765965,53.11821468609065,32.503715343408,23.31617757804673,102.61811212823663,99.34043582750441
YBL037W,147208,150286,1,377426,380504,chrII,18.42087069484724,16.739339853203422,23.656919617111196,16.82550484014342,11.52275651771967,12.344527766428836
YBL036C,151220,150446,-1,381438,380664,chrII,39.46418224962039,31.6862243279518,61.68188041093276,44.73689557652365,86.60199581314698,61.17464111486829
YBL035C,153610,151492,-1,383828,381710,chrII,16.504534205768895,10.058796072209274,18.487640166305138,14.021346306397591,11.092353458923156,9.771219282057194
YBL034C,158389,153847,-1,388607,384065,chrII,7.226484761767647,5.281328745225099,11.597285390142133,8.977383868983974,7.212099336048487,7.771177050788109
YBL033C,159693,158655,-1,389911,388873,chrII,56.87376395128538,73.69525766330572,98.80596616272206,71.6041734633353,129.11563927188533,118.41123332270426
YBL032W,160183,161329,1,390401,391547,chrII,143.20987958593219,128.3271557726275,119.22102682308343,81.03013838411825,104.36727063048671,127.19527337263979
YBL031W,161698,162715,1,391916,392933,chrII,5.362609486462901,5.455627729663132,5.716346637715403,3.9860497921405043,7.674828023031941,6.893158331376271
YBL030C,163997,163040,-1,394215,393258,chrII,4725.612819028,3787.4174717129713,1706.565402475954,2041.8579586829846,2369.008687761996,2602.1933111516682
YBL029C-A,164772,164487,-1,394990,394705,chrII,97.1465185085765,166.85519732661768,212.7815042751929,160.6957978100228,111.89353283518408,107.44563580318494
YBL029W,166133,167264,1,396351,397482,chrII,4.963263240457319,4.4184278258990775,10.240890485241627,5.584212132688483,3.68447712359732,4.03827869079548
YBL028C,167838,167517,-1,398056,397735,chrII,38.72600316060221,11.877493313320837,47.019215921847895,29.17348881017817,117.37580393922771,149.17267324663825
YBL027W,168422,169376,1,398640,399594,chrII,569.1415185941545,398.8863489972596,142.81491715523654,111.30622988083012,574.469226860034,588.4831816294351
YBL026W,170622,171038,1,400840,401256,chrII,23.60364744268525,26.91311460994317,32.66861689366225,33.52118879850956,33.79448572819947,48.3813177576229
YBL025W,171480,171918,1,401698,402136,chrII,12.295793288381116,9.97680273451733,21.632783233364094,11.720516765116074,19.63305692995181,15.57629038907722
YBL024W,172533,174588,1,402751,404806,chrII,51.21448098984718,28.406388189445487,32.53176772157361,27.187442023893265,44.69125942552064,49.783953931664456
YBL023C,177526,174919,-1,407744,405137,chrII,22.59342567681551,18.52177794446793,32.20082033576203,22.502115882812575,27.987482749520296,27.154340878727268
